Date,Time,Defect Name,Station,Part of the Car,Reporter Name,Part Number,Severity Rating,Car Model,Motor Type,Design Package,Production Shift,Resolution Time (in hours),Root Cause Identified,Defect Category
24.05.23,12:00:00,Loose Wiring,Dashboard installation,Dashboard,Michael Johnson,501737,2,Alpina,Long Range,Offroad,Morning,19,Yes,Cosmetic
06.06.23,13:00:00,Loose Wiring,Steering wheel installation,Axel,Michael Johnson,707658,1,Base,Long Range,Eco,Afternoon,4,Yes,Cosmetic
28.04.23,17:30:00,Loose Wiring,Wire harness installation,Axel,Jane Smith,160848,3,Alpina,Long Range,Race,Morning,8,Yes,Cosmetic
02.01.23,12:15:00,Cracked Windshield,Windshield installation,Battery,Chris Lee,545076,3,Alpina,High Performance,Race,Morning,7,Yes,Cosmetic
16.02.23,09:45:00,Loose Wiring,Axel installation,Battery,John Doe,242429,7,Alpina,High Performance,Offroad,Morning,18,Yes,Cosmetic
29.11.23,08:30:00,Loose Wiring,First row seats installation,Battery,Jane Smith,308878,10,IX0M,Standard,Race,Morning,1,Yes,Electrical
23.03.23,17:45:00,Loose Wiring,Windshield installation,Dashboard,Chris Lee,426492,4,IX0M,High Performance,Offroad,Afternoon,11,Yes,Cosmetic
17.10.23,16:45:00,Paint Scratch,EV battery installation,Tires and Rims,Michael Johnson,907819,10,IX0M,High Performance,Eco,Afternoon,5,Yes,Functional
17.06.23,18:00:00,Loose Wiring,EV battery installation,Battery,Jane Smith,800975,1,IX0M,Standard,Offroad,Morning,17,No,Cosmetic
09.07.23,16:45:00,Loose Wiring,Axel installation,Battery,Chris Lee,589255,8,Long,Long Range,Race,Afternoon,6,Yes,Cosmetic
18.04.23,14:30:00,Sensor Failure,Tire and rim installation,Windshield,Jane Smith,597770,6,IX0M,High Performance,Offroad,Night,21,Yes,Critical
26.08.23,12:15:00,Faulty Battery,Tire and rim installation,Axel,Emily Davis,698294,7,Alpina,Long Range,Luxury,Morning,17,Yes,Cosmetic
26.01.23,10:15:00,Faulty Battery,Tire and rim installation,Battery,Michael Johnson,339028,5,Base,Long Range,Luxury,Night,4,Yes,Cosmetic
19.05.23,17:45:00,Loose Wiring,Axel installation,Windshield,John Doe,634369,3,Base,Long Range,Offroad,Afternoon,22,Yes,Cosmetic
07.04.23,17:00:00,Paint Scratch,Second row seats installation,Dashboard,Chris Lee,871641,7,Long,High Performance,Offroad,Morning,19,Yes,Functional
20.07.23,13:00:00,CraCkeD wIndSHiELd,EV battery installation,Dashboard,Chris Lee,538596,8,Long,Long Range,Offroad,Morning,5,Yes,Cosmetic
21.06.23,13:45:00,Loose Wiring,EV battery installation,Windshield,Chris Lee,684123,10,Alpina,Long Range,Race,Afternoon,18,Yes,Cosmetic
06.08.23,12:30:00,Cracked Windshield,Windshield installation,First Row Seats,Jane Smith,292333,3,IX0M,Long Range,Race,Morning,14,No,Cosmetic
24.01.23,18:00:00,Hydraulic Leak,Steering wheel installation,Battery,Michael Johnson,796817,8,Alpina,Long Range,Offroad,Night,19,Yes,Cosmetic
03.01.23,13:00:00,Faulty Battery,Dashboard installation,Battery,Chris Lee,514435,1,IX0M,Long Range,Luxury,Afternoon,6,Yes,Functional
27.12.23,08:30:00,Faulty Battery,Axel installation,Battery,Emily Davis,977626,1,Base,Long Range,Offroad,Night,10,No,Cosmetic
19.01.23,17:30:00,Faulty Battery,Windshield installation,Dashboard,Chris Lee,504434,8,Base,High Performance,Race,Night,19,Yes,Cosmetic
12.08.23,16:15:00,Cracked Windshield,Wire harness installation,Windshield,Chris Lee,136227,6,Long,Standard,Offroad,Morning,4,,Cosmetic
30.10.23,11:30:00,Loose Wiring,EV battery installation,Windshield,Jane Smith,433441,9,Long,Long Range,Eco,Night,22,No,Cosmetic
18.12.23,13:00:00,Sensor Failure,Wire harness installation,Battery,John Doe,156231,5,Long,Long Range,Luxury,Afternoon,4,Yes,Cosmetic
07.02.23,08:45:00,Cracked Windshield,Second row seats installation,Second Row Seats,John Doe,866472,8,IX0M,Long Range,Offroad,Afternoon,3,Yes,Critical
16.02.23,16:45:00,Loose Wiring,Tire and rim installation,Tires and Rims,Michael Johnson,427670,5,IX0M,Long Range,Offroad,Morning,21,Yes,Cosmetic
25.02.23,11:30:00,Loose Wiring,Wire harness installation,Battery,John Doe,861450,4,Long,Standard,Luxury,Afternoon,14,,Cosmetic
15.01.23,12:00:00,Loose Wiring,Tire and rim installation,Wire Harness,Chris Lee,456036,3,Alpina,Standard,Eco,Afternoon,10,No,Cosmetic
09.06.23,10:15:00,Loose Wiring,Windshield installation,Dashboard,Jane Smith,375925,1,Long,Long Range,Offroad,Afternoon,12,No,Cosmetic
28.01.23,10:00:00,Faulty Battery,Windshield installation,Windshield,Chris Lee,139469,10,IX0M,Long Range,Offroad,Morning,11,Yes,Cosmetic
07.12.23,10:30:00,Loose Wiring,Tire and rim installation,Wire Harness,John Doe,658451,9,Base,High Performance,Offroad,Night,11,Yes,Cosmetic
10.04.23,09:00:00,Loose Wiring,EV battery installation,Axel,Chris Lee,143629,2,Alpina,Standard,Offroad,Afternoon,1,No,Cosmetic
26.09.23,15:15:00,Paint Scratch,Windshield installation,Steering Wheel,Emily Davis,907763,6,Base,Long Range,Luxury,Morning,20,Yes,Cosmetic
07.08.23,16:30:00,Sensor Failure,Axel installation,Battery,Chris Lee,609367,6,IX0M,Long Range,Eco,Morning,2,Yes,Cosmetic
18.10.23,17:45:00,Cracked Windshield,Dashboard installation,Door Panel,Chris Lee,118825,9,Alpina,High Performance,Race,Afternoon,19,Yes,Cosmetic
28.10.23,11:00:00,Cracked Windshield,Steering wheel installation,Axel,Emily Davis,192174,3,Long,High Performance,Race,Afternoon,17,Yes,Cosmetic
30.11.23,08:00:00,Paint Scratch,Rear bumper installation,Steering Wheel,Jane Smith,506157,6,IX0M,Long Range,Luxury,Morning,5,Yes,Cosmetic
10.05.23,17:45:00,Faulty Battery,Steering wheel installation,Axel,Emily Davis,486666,2,IX0M,Long Range,Race,Morning,17,Yes,Functional
03.10.23,08:45:00,Faulty Battery,Wire harness installation,Tires and Rims,Michael Johnson,121694,6,IX0M,Long Range,Race,Night,16,Yes,Cosmetic
13.07.23,17:30:00,Loose Wiring,Dashboard installation,Windshield,Jane Smith,730211,2,Pick-Up,Long Range,Offroad,Night,16,Yes,Cosmetic
04.03.23,09:00:00,Paint Scratch,Axel installation,Windshield,Chris Lee,509186,10,Alpina,High Performance,Race,Night,11,Yes,Cosmetic
17.09.23,17:45:00,Loose Wiring,Wire harness installation,Axel,Emily Davis,396026,4,Base,High Performance,Race,Afternoon,11,Yes,Cosmetic
25.01.23,13:30:00,Loose Wiring,Steering wheel installation,Axel,Chris Lee,838077,1,Base,Long Range,Luxury,Morning,18,Yes,Cosmetic
30.01.23,09:45:00,Loose Wiring,Dashboard installation,Windshield,Chris Lee,695771,4,Long,Long Range,Offroad,Night,9,Yes,Cosmetic
14.12.23,14:30:00,Loose Wiring,Rear bumper installation,Battery,Chris Lee,937674,9,IX0M,High Performance,Offroad,Afternoon,12,Yes,Functional
01.02.23,13:00:00,Hydraulic Leak,Axel installation,Second Row Seats,Chris Lee,360516,1,Alpina,Long Range,Race,Night,7,Yes,Cosmetic
22.06.23,13:30:00,Cracked Windshield,EV battery installation,First Row Seats,Emily Davis,970326,9,Base,Long Range,Offroad,Morning,23,Yes,Cosmetic
19.12.23,11:00:00,Faulty Battery,Rear bumper installation,First Row Seats,John Doe,652227,3,Alpina,Standard,Offroad,Morning,20,Yes,Cosmetic
24.06.23,15:30:00,Cracked Windshield,Windshield installation,Windshield,Chris Lee,636915,6,IX0M,Long Range,Luxury,Morning,21,No,Cosmetic
19.05.23,17:15:00,Loose Wiring,Wire harness installation,Wire Harness,John Doe,160874,10,Base,High Performance,Eco,Morning,17,Yes,Cosmetic
13.06.23,11:15:00,Faulty Battery,Windshield installation,Windshield,Michael Johnson,624966,3,Alpina,Long Range,Eco,Afternoon,2,Yes,Cosmetic
03.05.23,16:30:00,Faulty Battery,Steering wheel installation,Battery,Michael Johnson,261854,5,IX0M,High Performance,Luxury,Morning,1,No,Cosmetic
03.07.23,14:45:00,Paint Scratch,Windshield installation,Battery,Emily Davis,788698,6,IX0M,Long Range,Offroad,Afternoon,21,Yes,Cosmetic
25.09.23,09:45:00,Loose Wiring,Wire harness installation,First Row Seats,John Doe,392578,5,Base,Long Range,Luxury,Morning,14,Yes,Cosmetic
02.08.23,10:15:00,Loose Wiring,Axel installation,Windshield,John Doe,857409,1,Alpina,Long Range,Offroad,Afternoon,2,Yes,Cosmetic
08.07.23,15:45:00,Cracked Widnshield,Windshield installation,Battery,Chris Lee,243214,4,IX0M,High Performance,Offroad,Morning,15,Yes,Cosmetic
10.03.23,11:15:00,Cracked Windshield,Wire harness installation,Door Panel,John Doe,328022,7,Base,Long Range,Race,Morning,12,,Cosmetic
15.10.23,14:45:00,Loose Wiring,Wire harness installation,Wire Harness,Chris Lee,420009,1,Alpina,Long Range,Luxury,Morning,20,No,Cosmetic
22.01.23,15:30:00,Loose Wiring,Wire harness installation,Steering Wheel,Michael Johnson,682912,4,IX0M,Long Range,Luxury,Afternoon,10,Yes,Cosmetic
25.06.23,09:00:00,Loose Wiring,Rear bumper installation,Windshield,John Doe,446205,5,IX0M,High Performance,Race,Night,9,Yes,Cosmetic
11.03.23,08:45:00,Faulty Battery,Wire hraness installation,Battery,John Doe,848290,9,Base,High Performance,Race,Morning,10,Yes,Functional
28.05.23,15:15:00,Paint Scratch,EV battery installation,Battery,Emily Davis,333275,2,Alpina,Standard,Offroad,Morning,12,Yes,Cosmetic
20.02.23,10:00:00,Cracked Windshield,Dashboard installation,Battery,Chris Lee,689235,10,Long,Long Range,Luxury,Night,9,Yes,Cosmetic
28.09.23,17:45:00,Cracked Windshield,Axel installation,Axel,Chris Lee,705458,6,IX0M,Standard,Offroad,Night,12,No,Cosmetic
19.06.23,11:15:00,Loose Wiring,Wire harness installation,Door Panel,Chris Lee,907086,4,IX0M,Long Range,Offroad,Afternoon,22,,Cosmetic
26.01.23,15:15:00,Loose Wiring,EV battery installation,Wire Harness,Chris Lee,481537,2,Long,Long Range,Eco,Afternoon,22,Yes,Functional
02.08.23,17:00:00,Paint Scratch,Tire and rim installation,Tires and Rims,John Doe,892315,4,IX0M,Long Range,Luxury,Morning,1,Yes,Cosmetic
06.05.23,16:45:00,Loose Wiring,Tire and rim installation,Windshield,John Doe,855925,6,IX0M,Standard,Offroad,Night,10,,Cosmetic
20.02.23,16:30:00,Cracked Windshield,Wire harness installation,Steering Wheel,Emily Davis,525148,9,IX0M,High Performance,Race,Afternoon,5,Yes,Cosmetic
27.06.23,12:15:00,Paint Scratch,Axel installation,Battery,Michael Johnson,514744,2,Alpina,Long Range,Offroad,Morning,8,No,Critical
01.12.23,12:30:00,Loose Wiring,Axel installation,Axel,Chris Lee,449722,4,Base,Long Range,Race,Morning,16,No,Cosmetic
30.03.23,12:45:00,Loose Wiring,Steering wheel installation,Tires and Rims,Chris Lee,552546,7,Alpina,High Performance,Eco,Morning,4,Yes,Cosmetic
20.10.23,12:30:00,Hydraulic Leak,Steering wheel installation,Dashboard,Michael Johnson,641132,5,Base,Long Range,Offroad,Morning,23,Yes,Cosmetic
17.08.23,12:15:00,Faulty Battery,Steering wheel installation,Axel,Michael Johnson,250966,4,Long,Standard,Race,Morning,11,Yes,Functional
31.10.23,15:15:00,Faulty Battery,Rear bumper installation,Battery,Emily Davis,117676,3,IX0M,Long Range,Race,Afternoon,9,Yes,Functional
13.02.23,09:00:00,Faulty Battery,Steering wheel installation,Door Panel,Chris Lee,313044,10,IX0M,Standard,Race,Morning,18,Yes,Cosmetic
10.05.23,17:15:00,Faulty Battery,Steering wheel installation,Axel,Michael Johnson,530679,9,Base,Long Range,Eco,Afternoon,7,Yes,Cosmetic
14.03.23,09:30:00,brAke mAlFUNCtiOn,Dashboard installation,First Row Seats,Chris Lee,135450,10,Base,Long Range,Race,Afternoon,22,Yes,Functional
11.01.23,09:00:00,Loose Wiring,Axel installation,Dashboard,Michael Johnson,307480,3,Long,Standard,Race,Morning,18,Yes,Cosmetic
01.09.23,17:30:00,Loose Wiring,First row seats installation,Door Panel,Chris Lee,307447,4,Base,Long Range,Race,Morning,17,No,Cosmetic
06.07.23,15:30:00,Faulty Battery,Tire and rim installation,Door Panel,Chris Lee,803063,4,Base,High Performance,Offroad,Morning,15,Yes,Cosmetic
25.09.23,11:45:00,Loose Wiring,Axel installation,Door Panel,Jane Smith,454564,3,Base,High Performance,Luxury,Night,12,Yes,Cosmetic
18.07.23,13:45:00,Loose Wiring,Dashboard installation,Dashboard,Emily Davis,938398,6,IX0M,Long Range,Race,Afternoon,15,Yes,Cosmetic
10.06.23,09:30:00,Faulty Battery,Tire and rim installation,Axel,Chris Lee,220749,7,Base,Long Range,Offroad,Afternoon,11,,Cosmetic
06.07.23,09:00:00,Faulty Battery,Tire and rim installation,Door Panel,Michael Johnson,628093,9,Long,Standard,Race,Morning,14,Yes,Cosmetic
08.02.23,10:00:00,Loose Wiring,Steering wheel installation,Axel,John Doe,174257,4,Base,High Performance,Race,Morning,13,Yes,Cosmetic
18.05.23,08:30:00,Faulty Battery,Axel installation,Rear Bumper,Chris Lee,702289,9,Long,Long Range,Luxury,Night,11,No,Cosmetic
04.10.23,11:45:00,Loose Wiring,Wire harness installation,Steering Wheel,Chris Lee,318547,2,Base,High Performance,Luxury,Night,22,No,Cosmetic
21.04.23,16:00:00,Loose Wiring,Wire harness installation,Door Panel,Jane Smith,122871,4,Long,Long Range,Luxury,Morning,18,Yes,Cosmetic
22.07.23,13:30:00,Brake Malfunction,Wire harness installation,Second Row Seats,Chris Lee,812517,2,Base,Long Range,Race,Morning,17,,Cosmetic
05.09.23,09:30:00,Loose Wiring,EV battery installation,Axel,Emily Davis,831975,3,IX0M,Long Range,Eco,Night,5,Yes,Cosmetic
08.12.23,15:00:00,Cracked Windshield,Rear bumper installation,Windshield,Jane Smith,957334,9,Base,Long Range,Race,Afternoon,14,,Cosmetic
29.09.23,10:45:00,Faulty Battery,Rear bumper installation,Axel,Chris Lee,460970,3,Long,Long Range,Offroad,Afternoon,23,No,Cosmetic
22.09.23,10:00:00,Cracked Windshield,Windshield installation,Door Panel,John Doe,332113,5,Long,Long Range,Race,Morning,18,Yes,Cosmetic
27.03.23,12:45:00,Cracked Windshield,Axel installation,Tires and Rims,Chris Lee,876161,6,IX0M,High Performance,Race,Night,3,Yes,Cosmetic
26.02.23,14:30:00,Loose Wiring,Dashboard installation,Dashboard,Jane Smith,620572,4,IX0M,Long Range,Offroad,Afternoon,15,Yes,Cosmetic
05.08.23,16:45:00,Faulty Battery,Wire harness installation,Door Panel,Emily Davis,340633,7,IX0M,Long Range,Race,Morning,5,,Cosmetic
09.01.23,13:15:00,Brake Malfunction,EV battery installation,Steering Wheel,John Doe,659120,3,Base,Standard,Offroad,Morning,21,No,Cosmetic
22.04.23,12:00:00,Cracked Windshield,Dashboard installation,Door Panel,Emily Davis,323436,3,IX0M,Long Range,Luxury,Morning,6,,Functional
10.07.23,12:00:00,Loose Wiring,EV battery installation,Axel,John Doe,205160,2,IX0M,Long Range,Offroad,Morning,17,Yes,Cosmetic
26.08.23,15:45:00,Loose Wiring,EV battery installation,Second Row Seats,Chris Lee,333517,8,IX0M,High Performance,Race,Morning,9,Yes,Cosmetic
27.07.23,15:30:00,Loose Wiring,Steering wheel installation,Dashboard,Chris Lee,929128,4,IX0M,Long Range,Offroad,Night,21,No,Functional
19.01.23,17:00:00,Loose Wiring,Wire harness installation,Tires and Rims,Chris Lee,433262,6,Long,Long Range,Offroad,Night,8,Yes,Cosmetic
28.11.23,10:30:00,Faulty Battery,Axel installation,Battery,Jane Smith,419385,7,Long,Standard,Luxury,Morning,22,Yes,Cosmetic
01.10.23,11:30:00,Loose Wiring,Tire and rim installation,Tires and Rims,Michael Johnson,133448,5,Pick-Up,Long Range,Luxury,Morning,10,Yes,Functional
08.01.23,09:45:00,Loose Wiring,Rear bumper installation,Battery,John Doe,988414,5,Pick-Up,Long Range,Race,Afternoon,11,Yes,Cosmetic
24.08.23,12:45:00,Loose Wiring,Headlight installation,Wire Harness,John Doe,667664,1,Base,High Performance,Offroad,Morning,6,No,Cosmetic
04.04.23,11:45:00,Loose Wiring,Wire harness installation,First Row Seats,Michael Johnson,980530,3,Pick-Up,Long Range,Offroad,Afternoon,4,No,Cosmetic
03.09.23,14:00:00,Faulty Battery,Steering wheel installation,Steering Wheel,Chris Lee,184266,6,Alpina,High Performance,Offroad,Morning,19,Yes,Cosmetic
24.06.23,10:00:00,Loose Wiring,EV battery installation,Battery,Emily Davis,457501,9,IX0M,Long Range,Offroad,Morning,20,Yes,Cosmetic
23.02.23,09:30:00,Loose Wiring,EV battery installation,Door Panel,Emily Davis,320772,9,Base,Standard,Offroad,Afternoon,16,Yes,Cosmetic
09.11.23,11:00:00,Paint Scratch,Windshield installation,Battery,Michael Johnson,765569,2,IX0M,High Performance,Offroad,Morning,13,Yes,Cosmetic
16.05.23,11:45:00,Cracked Windshield,Axel installation,Axel,Emily Davis,577647,4,IX0M,Long Range,Eco,Morning,17,,Cosmetic
25.11.23,16:15:00,Faulty Battery,Rear bumper installation,Windshield,Chris Lee,690730,5,Long,Long Range,Luxury,Morning,1,Yes,Functional
20.11.23,14:00:00,Cracked Windshiedl,Axel installation,Battery,Jane Smith,156420,4,IX0M,Long Range,Offroad,Morning,11,,Cosmetic
28.10.23,10:30:00,Loose Wiring,EV battery installation,Second Row Seats,Emily Davis,761575,3,Base,Long Range,Offroad,Afternoon,5,Yes,Cosmetic
12.01.23,08:45:00,Cracked Windshield,EV battery installation,Tires and Rims,Chris Lee,733503,4,Base,Long Range,Eco,Morning,18,,Cosmetic
15.09.23,14:45:00,Paint Scratch,Steering wheel installation,First Row Seats,Chris Lee,698422,10,Base,Standard,Race,Morning,12,Yes,Cosmetic
24.12.23,17:15:00,Hydraulic Leak,Headlight installation,Door Panel,Chris Lee,242968,2,Base,Long Range,Offroad,Morning,1,Yes,Functional
10.08.23,13:30:00,Paint Scratch,First row seats installation,Battery,Emily Davis,178549,6,Base,Long Range,Offroad,Afternoon,17,Yes,Cosmetic
17.07.23,09:45:00,Faulty Battery,EV battery installation,Tires and Rims,Michael Johnson,622541,4,Long,Long Range,Race,Morning,5,Yes,Cosmetic
17.03.23,11:00:00,Loose Wiring,Axel installation,Second Row Seats,Chris Lee,630180,8,IX0M,Long Range,Luxury,Morning,12,Yes,Cosmetic
28.02.23,12:30:00,Faulty Battery,Axel installation,Tires and Rims,Jane Smith,650705,5,IX0M,High Performance,Race,Morning,11,Yes,Electrical
26.05.23,08:00:00,Faulty Battery,Steering wheel installation,Wire Harness,John Doe,161097,7,Base,High Performance,Eco,Afternoon,7,Yes,Cosmetic
15.01.23,08:00:00,Faulty Battery,Headlight installation,Door Panel,Michael Johnson,483311,6,Base,Standard,Luxury,Morning,21,Yes,Cosmetic
13.10.23,12:30:00,Cracked Windshield,Tire and rim installation,Windshield,Jane Smith,148507,9,IX0M,Long Range,Offroad,Morning,16,Yes,Cosmetic
11.03.23,14:00:00,Loose Wiring,EV battery installation,Steering Wheel,Michael Johnson,753011,4,Base,Standard,Offroad,Night,4,,Cosmetic
28.12.23,10:15:00,Cracked Windshield,Wire harness installation,Axel,John Doe,929939,10,Long,Long Range,Eco,Morning,12,Yes,Cosmetic
18.03.23,10:00:00,Paint Scratch,Tire and rim installation,Dashboard,Emily Davis,103162,2,Base,Long Range,Offroad,Morning,22,Yes,Cosmetic
21.05.23,11:45:00,Cracked Windshield,Windshield installation,Steering Wheel,John Doe,994019,2,Long,Long Range,Luxury,Morning,13,No,Cosmetic
19.09.23,18:00:00,Loose Wiring,Axel installation,Windshield,Chris Lee,512339,6,IX0M,High Performance,Offroad,Night,23,Yes,Cosmetic
21.10.23,13:30:00,Paint Scratch,Axel installation,Battery,Michael Johnson,559028,8,IX0M,Standard,Offroad,Morning,13,Yes,Cosmetic
21.10.23,09:30:00,Loose Wiring,Windshield installation,Battery,John Doe,371766,3,IX0M,Standard,Luxury,Night,23,Yes,Cosmetic
03.12.23,11:15:00,Faulty Battery,Axel installation,Axel,John Doe,262943,1,Long,High Performance,Race,Morning,15,Yes,Cosmetic
30.12.23,17:45:00,Loose Wiring,First row seats installation,Wire Harness,Jane Smith,466267,4,IX0M,High Performance,Race,Morning,11,Yes,Functional
26.12.23,08:15:00,Loose Wiring,EV battery installation,Battery,Chris Lee,597566,4,Pick-Up,Standard,Luxury,Night,11,Yes,Cosmetic
08.05.23,14:15:00,Cracked Windshield,EV battery installation,Steering Wheel,John Doe,779103,4,Long,Standard,Race,Night,23,Yes,Cosmetic
04.10.23,09:00:00,pAInt sCRatch,Axel installation,Steering Wheel,Emily Davis,649364,4,Long,Long Range,Offroad,Afternoon,18,No,Cosmetic
02.08.23,17:00:00,Faulty Battery,Windshield installation,Steering Wheel,Emily Davis,646721,4,Base,High Performance,Luxury,Afternoon,18,Yes,Cosmetic
05.12.23,09:30:00,Loose Wiring,Rear bumper installation,Axel,Chris Lee,741823,3,Pick-Up,High Performance,Eco,Morning,5,Yes,Cosmetic
09.07.23,12:00:00,Loose Wiring,EV battery installation,Wire Harness,Chris Lee,860820,6,Long,Standard,Race,Morning,1,No,Electrical
17.01.23,13:45:00,Loose Wiring,First row seats installation,Windshield,Chris Lee,656115,3,IX0M,Long Range,Race,Morning,17,Yes,Cosmetic
29.10.23,11:15:00,Loose Wiring,Axel installation,Battery,Chris Lee,910837,9,IX0M,Long Range,Race,Morning,15,Yes,Functional
05.02.23,11:30:00,Loose Wiring,Axel installation,Battery,Chris Lee,241392,8,Base,Long Range,Race,Morning,23,Yes,Cosmetic
23.03.23,13:45:00,Loose Wiring,Wire harness installation,Dashboard,Chris Lee,430189,9,Long,High Performance,Luxury,Morning,8,Yes,Cosmetic
14.01.23,14:15:00,Loose Wiring,EV battery installation,Tires and Rims,Chris Lee,748099,5,IX0M,Long Range,Luxury,Morning,5,Yes,Cosmetic
02.08.23,17:15:00,Loose Wiring,Tire and rim installation,Steering Wheel,Michael Johnson,603704,6,Pick-Up,Standard,Offroad,Afternoon,18,Yes,Cosmetic
19.06.23,10:30:00,Cracked Windshield,Tire and rim installation,Axel,Michael Johnson,835764,9,IX0M,High Performance,Eco,Morning,4,Yes,Cosmetic
13.06.23,10:45:00,Loose Wiring,EV battery installation,Battery,John Doe,697641,9,Long,Standard,Eco,Afternoon,16,Yes,Cosmetic
29.04.23,11:45:00,Loose Wiring,Second row seats installation,First Row Seats,Chris Lee,551463,10,Alpina,Long Range,Race,Night,20,Yes,Cosmetic
16.11.23,12:30:00,Loose Wiring,Second row seats installation,Tires and Rims,John Doe,184329,7,Base,Long Range,Offroad,Night,14,Yes,Cosmetic
03.11.23,12:45:00,Hydraulic Leak,First row seats installation,Axel,Michael Johnson,548553,7,Base,Standard,Race,Morning,16,Yes,Cosmetic
18.01.23,10:30:00,Cracked Windshield,Rear bumper installation,Second Row Seats,John Doe,585652,9,Base,High Performance,Race,Morning,21,Yes,Cosmetic
06.07.23,17:15:00,Loose Wiring,EV battery installation,First Row Seats,Emily Davis,805273,4,Long,High Performance,Race,Afternoon,6,,Cosmetic
28.09.23,16:15:00,Paint Scratch,Steering wheel installation,Wire Harness,Chris Lee,811991,8,Long,High Performance,Luxury,Morning,9,,Cosmetic
06.09.23,11:15:00,Loose Wiring,Axel installation,Steering Wheel,Chris Lee,582263,10,Long,Standard,Race,Morning,8,Yes,Cosmetic
21.02.23,09:45:00,Loose Wiring,Dashboard installation,Axel,Emily Davis,977957,9,Long,Long Range,Eco,Afternoon,8,Yes,Cosmetic
01.01.23,16:00:00,fAuLty BATtERy,Axel installation,Wire Harness,John Doe,835289,3,Base,Standard,Offroad,Night,3,No,Functional
18.04.23,10:00:00,Cracked Windshield,Headlight installation,Windshield,Chris Lee,871096,3,Base,High Performance,Offroad,Morning,19,Yes,Cosmetic
25.09.23,17:45:00,Faulty Battery,First row seats installation,Windshield,Emily Davis,682296,6,Long,Standard,Offroad,Morning,22,Yes,Critical
09.03.23,09:45:00,Loose Wiring,Windshield installation,Battery,Jane Smith,463645,3,Long,Long Range,Eco,Afternoon,16,Yes,Cosmetic
09.08.23,09:00:00,Loose Wiring,Rear bumper installation,Dashboard,John Doe,803986,1,IX0M,Standard,Offroad,Night,15,Yes,Cosmetic
22.01.23,16:15:00,Hydraulic Leak,EV battery installation,Dashboard,Michael Johnson,795128,9,Base,Long Range,Offroad,Morning,1,,Cosmetic
18.04.23,17:15:00,Cracked Windshield,Headlight installation,Tires and Rims,Emily Davis,667925,1,Long,High Performance,Race,Morning,17,Yes,Cosmetic
14.04.23,09:45:00,Brake Malfunction,Dashboard installation,Axel,Chris Lee,812210,3,IX0M,Long Range,Race,Night,21,Yes,Cosmetic
02.09.23,08:00:00,Loose Wiring,Axel installation,Dashboard,Emily Davis,283889,5,Pick-Up,Long Range,Offroad,Morning,22,Yes,Cosmetic
16.12.23,12:00:00,Loose Wiring,Tire and rim installation,Battery,Michael Johnson,346167,9,Pick-Up,Long Range,Race,Morning,21,Yes,Cosmetic
26.11.23,11:45:00,Cracked Windshield,EV battery installation,Wire Harness,Chris Lee,489442,4,Base,Standard,Offroad,Morning,21,Yes,Cosmetic
18.10.23,13:45:00,Cracked Windshield,Tire and rim installation,Wire Harness,John Doe,850537,4,Alpina,High Performance,Offroad,Morning,1,Yes,Cosmetic
28.01.23,12:00:00,Cracked Windshield,Dashboard installation,Wire Harness,Michael Johnson,227646,5,Long,High Performance,Race,Afternoon,1,No,Functional
20.08.23,12:00:00,Faulty Battery,Tire and rim installation,Axel,Emily Davis,881147,5,IX0M,Long Range,Eco,Night,18,Yes,Cosmetic
04.07.23,09:30:00,Paint Scratch,Second row seats installation,Dashboard,Chris Lee,676472,4,Base,Long Range,Luxury,Afternoon,5,Yes,Cosmetic
25.11.23,08:45:00,Hydraulic Leak,EV battery installation,First Row Seats,Emily Davis,625608,2,Base,Long Range,Race,Morning,14,Yes,Cosmetic
16.12.23,15:45:00,Cracked Windshield,Dashboard installation,Battery,Chris Lee,498909,5,Base,High Performance,Offroad,Night,11,Yes,Critical
12.06.23,10:00:00,Paint Scratch,Steering wheel installation,Axel,John Doe,553003,7,IX0M,High Performance,Race,Afternoon,13,Yes,Cosmetic
09.05.23,11:15:00,Hydraulic Leak,Wire harness installation,Second Row Seats,John Doe,534531,8,Base,High Performance,Luxury,Morning,14,Yes,Cosmetic
22.10.23,14:45:00,Sensor Failure,Steering wheel installation,Dashboard,Jane Smith,946360,5,Base,Long Range,Race,Morning,16,Yes,Cosmetic
07.07.23,08:30:00,Sensor Failure,Windshield installation,Dashboard,Chris Lee,139533,7,Alpina,Standard,Offroad,Morning,9,Yes,Cosmetic
17.03.23,14:30:00,Cracked Windshield,Windshield installation,Wire Harness,Michael Johnson,475322,2,Alpina,Standard,Luxury,Morning,23,Yes,Cosmetic
23.03.23,09:15:00,Faulty Battery,First row seats installation,Battery,Michael Johnson,539176,8,IX0M,High Performance,Eco,Night,13,No,Cosmetic
25.04.23,13:30:00,Cracked Windshield,EV battery installation,Windshield,Michael Johnson,789197,6,Base,Standard,Race,Morning,3,Yes,Cosmetic
11.04.23,09:30:00,Loose Wiring,Headlight installation,Axel,Jane Smith,552729,7,Alpina,Standard,Offroad,Morning,17,No,Cosmetic
09.03.23,13:15:00,Loose Wiring,Dashboard installation,Axel,John Doe,592512,10,IX0M,Standard,Race,Morning,2,Yes,Cosmetic
17.01.23,09:15:00,Loose Wiring,Steering wheel installation,Wire Harness,Emily Davis,318376,9,IX0M,High Performance,Offroad,Morning,11,Yes,Cosmetic
